rat_ensembl_gene_id	rat_gene_symbol	gene_type	mean_normal	mean_diabetic	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction	mouse_ensembl_gene_id	mouse_gene_symbol	orthology_type	orthology_confidence	ortholog_mapping_basis
MSTRG.35873	NA	NA	1.0937583333333334	1.393152	0.2982138425094628	0.6772186178367554	0.5389424175359795	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35874	NA	NA	0.5505446666666666	1.190661	1.202408190239277	0.5552490913352202	0.8886407766427875	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35875	NA	NA	0.7141616666666667	0.9993156666666666	0.23865715921908426	1.429503632028666	0.1422116121839168	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35876	NA	NA	1.2027113333333332	1.021853	-0.20366450087411153	-0.09547309274551993	-0.36542904233193013	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35877	NA	NA	1.4539033333333335	1.7495203333333336	0.20045485050613543	-0.12371863465040844	0.377457648872575	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.35878	NA	NA	1.7325840000000001	1.725091666666667	-0.052375602746384864	-0.08274767584398479	-0.11031381690116256	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35879	NA	NA	1.8745363333333334	1.5646949999999997	-0.28776464827929493	-0.23842367126341424	-0.36912499422988454	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.3588	Ldha	NA	1.3521763333333332	0.5625683333333333	-0.7716842586754163	-1.331504868994838	-0.544939310174346	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35880	NA	NA	1.0019786666666668	1.3399553333333334	0.24959227202142462	0.07030505277964329	0.2207041142896473	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35881	NA	NA	0.748401	1.6400619999999997	1.1993666149053515	0.7910559648195381	0.9499054334972804	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35882	NA	NA	0.9612133333333334	0.5274613333333333	-0.045036343474117446	-0.7590504993610576	-0.021473424188020812	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35883	NA	NA	0.705263	1.0153966666666667	0.31268429856677254	0.12628833755899738	0.2787858371571406	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35884	NA	NA	0.4214503333333333	0.8720506666666666	0.8112843287347918	1.420247189509506	0.3393396160081997	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35885	NA	NA	0.533581	1.1139333333333334	0.7054593576071985	1.038236528212387	0.6952826003104932	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35886	NA	NA	0.6911516666666667	1.1226953333333334	0.5679443212431846	0.5302574591813815	0.5917067162162495	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35887	NA	NA	0.8331686666666668	1.434265	0.5877784422525653	0.31835587151949435	0.8642822177091597	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35888	Macf1	protein_coding	11.891108573333332	12.056361656666667	0.018745133085094068	0.043625873646860214	0.11348973351243445	0.8706278012574835	1.0	True	True	False	up	ENSMUSG00000028649	Macf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35889	Macf1	NA	3.379843333333333	3.299035	-0.029005773616483932	-0.058701295034609524	-0.12517651599787352	1.0	1.0	False	True	False	down	ENSMUSG00000028649	Macf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.3589	Hps5	protein_coding	1.3374032976666665	1.3178462486666667	-0.01933133783487717	0.022572781739271464	-0.1624253268098392	0.8159757422756759	1.0	True	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.35890	Macf1	NA	5.864014	5.152099333333333	-0.16577194048891153	-0.17589101826245512	-0.37747109544049345	1.0	1.0	False	True	False	down	ENSMUSG00000028649	Macf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35891	Macf1	NA	6.941417847	6.114146811999999	-0.15494434774582366	-0.11934906997459827	-0.4981193575047742	1.0	1.0	False	True	False	down	ENSMUSG00000028649	Macf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35892	Macf1	NA	6.192582935333333	7.077058503333333	0.1786215126494204	0.13505517457906446	0.8212260087266473	1.0	1.0	False	True	False	up	ENSMUSG00000028649	Macf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35893	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
MSTRG.35894	Mtf1	protein_coding	2.680035	2.4987506666666666	-0.09495892865697364	-0.1708499793180871	-0.5944347510271976	0.4192160031953061	1.0	True	True	False	down	ENSMUSG00000028890	Mtf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35895	LOC103692471	lincRNA	0.33948633333333333	1.983305521	2.0619498604814646	3.4915674453832737	0.7858897515493718	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35896	LOC103689941	protein_coding	9.487780778333333	9.645348817333334	0.023189032238899898	0.050555244832182655	0.12098244611500243	0.8620807301811291	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35897	NA	NA	2.017859666666667	1.9838663333333333	-0.019156222407472612	0.03293681755054534	-0.15482681248392308	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.35898	NA	NA	0.6899273333333333	0.9206989999999999	0.007058096893084176	-0.4442143321995195	0.005078803009219936	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.35899	Utp11	protein_coding	10.699914333333332	11.042302	0.046469617753440495	-0.04661098196475422	0.3558387546562766	0.6173080362034211	1.0	True	False	False	up	ENSMUSG00000028907	Utp11	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.359	NA	NA	0.6575566666666667	0.38124166666666665	-0.35203306825640546	-0.3126794458206943	-0.13144648093290284	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.3590	Hps5	NA	1.5456813333333332	1.0919363333333332	-0.45952993613936366	-0.341061918316751	-2.221651735439958	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35900	Fhl3	protein_coding	2.4488456666666667	2.555435	0.051089399407078684	0.08662918931567742	0.2789517471256991	0.7046835485063798	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35901	Sf3a3	protein_coding	6.8806675833333335	6.691440012666667	-0.040167707406092656	-0.07494799366962868	-0.21283760898749965	0.7609089944573935	1.0	True	True	False	down	ENSMUSG00000028902	Sf3a3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35902	AC142187	miRNA	0.34566499999999994	0.294492	0.09031769170656445	-0.8659122243918562	0.05943573495700841	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.35903	Inpp5b;AC142187	protein_coding;miRNA	4.974021192666666	5.8444989986666664	0.22152860106934602	0.18463075541575868	0.7940578555694717	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35904	Inpp5b	NA	2.957012666666667	3.1423590000000003	0.07586239107686144	0.2164597118773679	0.25849450717783873	1.0	1.0	False	True	False	up	ENSMUSG00000028894	Inpp5b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35905	Inpp5b	NA	2.0787823333333333	2.2032176666666667	0.08131726878134726	0.08060361866548282	0.4607755405114533	1.0	1.0	False	True	False	up	ENSMUSG00000028894	Inpp5b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35906	LOC100909856	protein_coding	2.53341	2.472914333333333	-0.033725727415928386	0.022613032668766797	-0.26102113157020673	0.7099095814484078	1.0	True	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.35907	RGD1559909	protein_coding	2.3197956666666664	2.6381020000000004	0.20589077941221312	0.1412887533741376	0.5020787421393339	0.4986486103805729	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35908	Yrdc	protein_coding	3.1599825206666665	2.984400202333333	-0.09416880979101805	-0.08985239257549238	-0.36806490915053025	0.6182979310915371	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35909	Yrdc	NA	2.434544333333333	2.1528173333333336	-0.1756384319019686	-0.33883865061920826	-0.643960421127538	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.3591	Hps5	NA	1.5213136666666667	2.668556	0.7798713638790394	1.0457170591862162	1.8411633665039502	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35910	Maneal	protein_coding	0.13121000000000002	0.13675733333333331	0.11890623420562063	0.29153892136962867	0.20488937920862432	1.0	1.0	False	True	False	up	ENSMUSG00000042763	Maneal	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35911	Cdca8	protein_coding	5.064450024666667	5.149980931666667	-0.026097521345154195	0.04821283584132807	-0.056693163116545764	0.9375776643901825	1.0	True	False	False	down	ENSMUSG00000028873	Cdca8	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35912	RGD1560436	protein_coding	0.5320516666666667	0.5893123333333333	0.127988648812978	0.08769348927508336	0.4534728791335635	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35913	Snip1	protein_coding	1.4253287106666666	1.692993713	0.37539519306571617	-0.012058670243814684	0.4714641677099418	0.5374705730571364	1.0	True	False	False	up	ENSMUSG00000050213	Snip1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35914	Gnl2	protein_coding	4.290870599	3.9847415883333337	-0.10436982839878484	-0.25172737345533136	-0.5130719610012565	0.4760939036959347	1.0	True	True	False	down	ENSMUSG00000028869	Gnl2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35915	Gnl2	NA	6.422054	4.765443333333334	-0.4218274469508274	-0.5527949771675589	-1.962162450111212	1.0	1.0	False	True	False	down	ENSMUSG00000028869	Gnl2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35916	Dnali1	protein_coding	0.00789	0.0001	-0.10090619094248332	0.0	-0.653197264742181	1.0	1.0	False	False	False	down	ENSMUSG00000042707	Dnali1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35917	Meaf6	protein_coding	3.439925108	3.2508204263333336	-0.08212002026919851	-0.10907510747116178	-0.43330425114976123	0.545839497356225	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35918	Zc3h12a	protein_coding	4.636270610333333	9.646051676333332	0.8014182610534273	1.1485067953862909	0.7490873235203551	0.3549948194110217	1.0	True	True	True	up	ENSMUSG00000042677	Zc3h12a	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35919	NA	NA	1.0458833333333335	0.8164963333333333	-0.20803361113661284	0.03316723626545626	-0.3134213697552123	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.3592	Hps5	NA	0.9627346666666666	0.366532	-1.1531570233032076	-0.9967356477023103	-1.1817965462744129	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35920	NA	NA	1.5207113540000001	0.49770847966666665	-1.6102845877084428	-2.3885650113262678	-0.7141365526111083	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35921	Mrps15	protein_coding	1.3188410000000002	1.1092256666666667	-0.26503306481725714	-0.182080995781237	-0.5757921101995488	0.4423842959037571	1.0	True	True	False	down	ENSMUSG00000028861	Mrps15	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35922	Mrps15	NA	1.1421103333333333	1.421551	0.39466997152921257	0.4343091189739622	0.6437843608938818	1.0	1.0	False	True	False	up	ENSMUSG00000028861	Mrps15	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35923	Oscp1	protein_coding	2.0072653333333332	2.4148840000000003	0.2653380484074026	0.2579454058137314	1.271231186570115	0.16741898122988252	1.0	True	True	False	up	ENSMUSG00000042616	Oscp1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35924	Oscp1	NA	21.879288276666667	22.75401366666667	0.07365873593428951	-0.11926776642520576	0.22045891007338	1.0	1.0	False	False	False	up	ENSMUSG00000042616	Oscp1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35925	Eva1b	protein_coding	1.3524796769999998	1.176901717	-0.20508740372242856	-0.1359861309122274	-0.4814490765527299	0.5072939608547489	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35926	Sh3d21	protein_coding	0.661286846	0.7835042183333334	0.2552315550323729	0.4131918383089941	0.5053456954734459	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35927	Sh3d21	NA	1.8994049999999998	1.920908	-0.04883083062100957	-0.307672483113952	-0.09880310405496341	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35928	Sh3d21	NA	0.12403466666666667	0.6724953333333334	0.891274741342241	-0.06467948718149197	0.4288961666924628	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
MSTRG.35929	Sh3d21	NA	1.3436806666666667	0.7218786666666667	-1.4488441991252057	-0.3754660907118873	-0.7860023972171658	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.3593	Hps5	NA	1.2092353333333332	1.3090656666666665	0.0696492955711483	0.06393509352583016	0.12248660108201286	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35930	Lsm10	protein_coding	1.9994375599999998	2.804559964333333	0.469637554486642	0.5015720972382527	6.987175918589916	0.008040216240180737	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35931	Lsm10	NA	0.9410536666666666	1.5677990000000002	0.6429635819932319	0.5726537942015679	1.476989219328419	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35932	Stk40	protein_coding	3.501318873	3.1094256873333332	-0.17912701891301652	-0.2875461841154858	-0.6736217040113611	0.37947337860022984	1.0	True	True	False	down	ENSMUSG00000042608	Stk40	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35933	Stk40	NA	2.958131	2.674503	-0.2023235149810758	-0.17540868864865478	-0.424498236794675	1.0	1.0	False	True	False	down	ENSMUSG00000042608	Stk40	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35934	Thrap3	protein_coding	24.530353426666665	24.484578123333335	-0.000798680392365192	0.05387131234559206	-0.00771094332286783	0.9913268170320415	1.0	True	False	False	down	ENSMUSG00000043962	Thrap3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35935	Map7d1	NA	0.7944253333333333	1.3285396666666667	0.5763793175109431	0.39457512773540887	0.9122220946921139	1.0	1.0	False	True	True	up	ENSMUSG00000028849	Map7d1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35936	Map7d1	protein_coding	6.268879755333334	5.029035020999999	-0.35220650142526955	-0.3885308043448754	-0.8208891323629551	0.3094163945449774	1.0	True	True	False	down	ENSMUSG00000028849	Map7d1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35937	NA	NA	1.2318543333333334	0.9414029999999999	-0.32474486515015843	-0.2964605182981316	-0.7267142783352241	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35938	NA	NA	0.9848703333333333	0.6965596666666668	-0.3885277374997487	-0.09441290528210625	-0.47297099287954864	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35939	Trappc3	protein_coding	7.8351145403333335	7.935801101999999	0.025760739519478992	-0.09801375858151129	0.1524391359136312	0.8357220903734384	1.0	True	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.3594	Hps5	NA	1.500002	1.4566246666666665	-0.03584445455362262	-0.23503101366643198	-0.08286255085177648	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35940	Trappc3	NA	4.098113333333333	3.9986013333333332	-0.03487722430292495	0.173210501120443	-0.1360243377416086	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.35941	Adprhl2	protein_coding	3.074981332	2.7833766316666666	-0.14420945005660402	-0.18691963720744909	-0.8936387391484283	0.27246322962165864	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35942	NA	NA	1.6670686666666665	0.9791963333333333	-0.8426775112407706	-0.3633639330945273	-0.5969868331633494	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35943	NA	NA	1.342506	1.3972023333333334	0.04857260330629565	0.21351166244572756	0.09096179743052708	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35944	Col8a2	protein_coding	18.864924066666667	19.258982023333335	0.07954868619008248	-0.26547362582404066	0.12656419740702188	0.85794016930269	1.0	True	False	False	up	ENSMUSG00000056174	Col8a2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35945	NA	NA	0.682302	0.06344733333333334	-0.8410052539808284	0.7548640148735286	-0.36331897943711433	1.0	1.0	False	False	True	down	NA	NA	NA	NA	unmapped
MSTRG.35946	NA	NA	2.229219	1.6520296666666667	-0.3755569373379014	-0.5130998202100899	-0.7728320481552806	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35947	NA	NA	1.111922	1.396859	0.29243254678852953	0.33021614963530105	0.8203052268582413	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35948	NA	NA	1.6741276666666665	1.7305986666666666	0.05308464701163407	0.12934860740852194	0.15235520481083872	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35949	Ago3	protein_coding	2.217353790666667	1.9250724913333332	-0.21785179807940402	-0.08176429922493766	-0.6955085584185015	0.3838777663319914	1.0	True	True	False	down	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.3595	Hps5	NA	1.9833893333333332	1.535982	-0.3501341122248627	-0.3975322407020465	-2.336036448508414	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35950	Ago3	NA	1.181379	0.5803686666666666	-0.76116631986464	-0.9778261312336949	-0.720539814417231	1.0	1.0	False	True	True	down	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35951	Ago3	NA	0.8835266666666667	1.097506	1.4034046621076954	1.6157374506636835	0.6381119041783543	1.0	1.0	False	True	True	up	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35952	Ago3	NA	0.8945406666666665	1.0666636666666667	0.08079125375952421	-0.28059194843878704	0.11568001347442383	1.0	1.0	False	False	False	up	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35953	Ago3	NA	1.4325916666666665	1.1186676666666668	-0.3374961818694841	-0.29904729676189756	-1.5803137126509612	1.0	1.0	False	True	False	down	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35954	Ago3	NA	1.4678856666666666	1.3280433333333332	-0.13707525660011882	-0.12588059877914026	-0.41859109987385523	1.0	1.0	False	True	False	down	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35955	Ago3	NA	1.1098270000000001	0.7973720000000001	-0.6558413040042013	-0.30001233779926884	-0.44318447674622713	1.0	1.0	False	True	True	down	ENSMUSG00000028842	Ago3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35956	NA	NA	0.090095	0.6920406666666667	1.3050492659598125	0.9913593820823765	0.6681732589847916	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.35957	Ago1	protein_coding	7.291265229666667	7.750261732999999	0.08649953414201006	0.07184455856326055	2.1639210651857956	0.06845682532094641	1.0	True	True	False	up	ENSMUSG00000041530	Ago1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35958	Ago4	NA	2.929413333333333	2.5911423333333334	-0.1666284045876656	-0.18536577052282177	-0.9650705407533153	1.0	1.0	False	True	False	down	ENSMUSG00000042500	Ago4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35959	Ago4	protein_coding	1.9435566160000002	2.083872775	0.09239940925055956	0.015648774396496368	0.3135161906941653	0.6566664855717192	1.0	True	True	False	up	ENSMUSG00000042500	Ago4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.3596	Gtf2h1	protein_coding	6.227278550666667	5.669592417333334	-0.1316468054868527	-0.054018597376774835	-1.3195505330727486	0.13008473746332982	1.0	True	True	False	down	ENSMUSG00000006599	Gtf2h1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35960	Ago4	NA	2.0982756666666664	1.6207936666666667	-0.36581469445830817	-0.4120482933498717	-0.7219446867174396	1.0	1.0	False	True	False	down	ENSMUSG00000042500	Ago4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35961	Ago4	NA	1.4751503333333333	1.6332683333333333	0.08265752484695177	-0.02733198197119535	0.16328362430863624	1.0	1.0	False	False	False	up	ENSMUSG00000042500	Ago4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35962	Ago4	NA	1.703231	1.500257666666667	-0.16790507735491456	-0.17310146821645744	-0.8119508957063538	1.0	1.0	False	True	False	down	ENSMUSG00000042500	Ago4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35963	Ago4	NA	1.639716	1.566153	-0.1059543741114406	-0.09715717135658375	-0.23274618932202226	1.0	1.0	False	True	False	down	ENSMUSG00000042500	Ago4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35964	Clspn	protein_coding	1.4102171216666666	1.4840324373333331	-0.11058299599613569	0.10114393249239462	-0.13263584833568012	0.8573441388268135	1.0	True	False	False	down	ENSMUSG00000042489	Clspn	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35965	Clspn	NA	1.311124666666667	1.1125106666666664	-0.197282623995104	0.024257678529955362	-0.5508745234291695	1.0	1.0	False	False	False	down	ENSMUSG00000042489	Clspn	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35966	Psmb2	protein_coding	28.415411666666667	29.24693933333333	0.038388373445060964	0.09026056285927542	0.26018643340464115	0.7153265003344407	1.0	True	True	False	up	ENSMUSG00000028837	Psmb2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35967	Psmb2	NA	1.2207093333333334	1.222103	-0.13635918361798552	-0.01774945980413012	-0.1411986004677795	1.0	1.0	False	True	False	down	ENSMUSG00000028837	Psmb2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35968	NA	NA	1.6823793333333334	0.8958866666666667	-0.8202299164677452	-0.5645242942308766	-1.793903246931732	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35969	Tfap2e	protein_coding	0.7976593333333333	0.30647633333333335	-1.1361173749140616	-1.2071520715444257	-1.8913969224125418	1.0	1.0	False	True	True	down	ENSMUSG00000042477	Tfap2e	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.3597	NA	NA	0.840426	0.4050803333333333	-0.47070788722515344	-0.686156330706724	-0.3489937951016606	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35970	NA	NA	1.6621806666666668	0.9528456666666667	-0.5942719869054003	-0.2270892640629112	-0.7573736937876108	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35971	Ncdn	protein_coding	7.284037666666667	6.437107999999999	-0.171015613768291	-0.39674116517340297	-0.44520013334776815	0.5336249682635981	1.0	True	True	False	down	ENSMUSG00000028833	Ncdn	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35972	LOC100294508	protein_coding	6.057091014666667	6.495935802999999	0.09800424802880503	0.13979661467700932	0.4345405069397096	0.5425832646180259	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35973	Gm24161	snoRNA	0.35731133333333337	0.4022586666666667	0.20271559685617535	0.386660137504955	0.1888316587896664	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.35974	LOC100294508	NA	1.5967936383333334	1.8549571653333334	0.3484224560229672	-0.1520775937557901	0.43362288751361483	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.35975	LOC100294508	NA	1.8246120000000001	1.238593	-0.5117560295966717	-0.8893951664998754	-0.6371905756449258	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35976	AABR07049918	snoRNA	0.5130596666666666	0.11828	-1.7295330247526488	-2.035444389975356	-1.615425580979201	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.35977	Zmym4	protein_coding	4.669459897666666	4.877234305666667	0.055110672117197446	0.07477733130647568	0.2866020471041269	0.6907112195927334	1.0	True	True	False	up	ENSMUSG00000042446	Zmym4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35978	AABR07049918	NA	1.9927786666666665	1.7851033333333335	-0.16273590112309422	-0.3555074117835425	-0.6301041332322631	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35979	Zmym4	NA	3.675278333333333	3.8173923333333337	0.06978548742866164	0.31001881564462375	0.1808474902179643	1.0	1.0	False	True	False	up	ENSMUSG00000042446	Zmym4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.3598	Ldhc;AC099150	protein_coding	0.8021889933333334	0.7692601823333334	-0.05153300636347155	-0.17883779455366533	-0.22786160814349674	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35980	AABR07049918	protein_coding	1.287334	0.999156	-0.3637248383701811	-0.6615865605942172	-0.784127023755907	0.3057036601031467	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.35981	Zmym4	NA	2.9683043333333337	2.7293906666666667	-0.11780493151933835	-0.1312925533117657	-1.4949208108043393	1.0	1.0	False	True	False	down	ENSMUSG00000042446	Zmym4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35982	Zmym4	NA	1.442966	1.407316	-0.0417917896686264	-0.17965409142161615	-0.16269291623487567	1.0	1.0	False	True	False	down	ENSMUSG00000042446	Zmym4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35983	Sfpq	protein_coding	17.346914943333335	15.151026516666667	-0.20750984519484073	-0.2941534996051285	-0.977970099125579	0.2711718387667414	1.0	True	True	False	down	ENSMUSG00000028820	Sfpq	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35984	NA	NA	1.5285673333333332	1.4607293333333333	-0.04732075317765583	0.31952723226956187	-0.11542709952711208	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.35985	Zmym1	protein_coding	3.663563	3.4170246666666664	-0.09433155274918792	-0.0026283199941026236	-0.7011305069119401	0.36464236483593176	1.0	True	True	False	down	ENSMUSG00000043872	Zmym1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35986	Zmym1	NA	2.821555666666667	2.5948870000000004	-0.10507099796428787	-0.21159142241622697	-0.5235890117746077	1.0	1.0	False	True	False	down	ENSMUSG00000043872	Zmym1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35987	Dlgap3	protein_coding	0.0038673333333333333	0.004850333333333332	0.012564616188704747	0.0	0.0999413458178631	1.0	1.0	False	False	False	up	ENSMUSG00000042388	Dlgap3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.35988	Dlgap3	NA	1.7877953333333334	1.1768893333333332	0.5148951936121227	-0.48952926690865955	0.208538149370008	1.0	1.0	False	False	True	up	ENSMUSG00000042388	Dlgap3	ortholog_one2one	1	unique_rat_gene_symbol
